feature,mean_importance
srv_diff_host_rate,-2.248310298679561e-12
root_shell,-5.0568373609133086e-14
is_host_login,0.0
num_shells,0.0
land,0.0
su_attempted,0.0
urgent,0.0
num_access_files,0.0
num_failed_logins,0.0
num_file_creations,5.121157321276788e-15
srv_rerror_rate,6.165612221487707e-13
dst_host_diff_srv_rate,1.6250675112150832e-12
is_guest_login,1.7680425586222917e-12
srv_serror_rate,1.8807303090016048e-11
same_srv_rate,2.3065091426840907e-11
wrong_fragment,2.9451400441089854e-11
rerror_rate,3.514137017586874e-11
num_root,5.173362907576168e-11
num_compromised,6.391811373665142e-11
diff_srv_rate,1.228627288903206e-10
duration,1.8220337545586698e-10
flag,2.45673327114024e-10
dst_host_srv_rerror_rate,2.5227183135164986e-10
dst_host_rerror_rate,2.9846217977491274e-10
dst_host_srv_diff_host_rate,4.5762369766221425e-10
srv_count,7.473999640176041e-10
dst_host_count,7.775741179276048e-10
dst_host_same_srv_rate,8.749172116569266e-10
service,1.0872356103858377e-09
dst_host_srv_serror_rate,1.9995395679468912e-09
serror_rate,2.044040194916735e-09
dst_host_same_src_port_rate,2.0687603083858693e-09
dst_host_serror_rate,2.7927530693649363e-09
count,4.867594314901163e-09
hot,5.409999128275559e-09
protocol_type,6.4493866509856274e-09
logged_in,8.264013694594773e-09
dst_bytes,9.864152600105193e-09
dst_host_srv_count,4.2049293768920435e-08
level,5.140408405142015e-08
src_bytes,0.005184894195264677
attack,6.097868478892108
