feature,mean_importance
is_guest_login,-4.346857444159768e-12
is_host_login,0.0
num_access_files,0.0
num_shells,0.0
num_file_creations,0.0
su_attempted,0.0
root_shell,0.0
urgent,0.0
num_failed_logins,0.0
land,2.8661517810081445e-12
srv_rerror_rate,2.9141904102018798e-12
srv_diff_host_rate,5.6744956921373264e-12
srv_serror_rate,1.1218839338186203e-11
num_root,2.0493772770252606e-11
wrong_fragment,4.507227414762631e-11
rerror_rate,4.516257983451751e-11
same_srv_rate,4.5933062964964107e-11
num_compromised,6.642301170219947e-11
diff_srv_rate,1.5368126942210058e-10
dst_host_srv_rerror_rate,1.6821213036876922e-10
dst_host_rerror_rate,1.8629117735527757e-10
dst_host_diff_srv_rate,2.09571628050843e-10
duration,2.1882027100164586e-10
flag,2.456696429824741e-10
srv_count,2.8813120955704936e-10
dst_host_srv_diff_host_rate,5.517025352778787e-10
service,6.633117026480001e-10
dst_host_same_srv_rate,1.1768495593413415e-09
dst_host_count,1.291030479983105e-09
dst_host_srv_serror_rate,1.5586122172105936e-09
dst_host_same_src_port_rate,2.0465193062186064e-09
serror_rate,2.1889180903986765e-09
dst_host_serror_rate,3.363908080666357e-09
count,3.7226419853529587e-09
hot,5.9024960552987575e-09
dst_bytes,1.1052881170709397e-08
logged_in,2.6663499796564665e-08
protocol_type,3.432138838306417e-08
level,6.38971238681135e-08
dst_host_srv_count,1.087112780712723e-07
src_bytes,0.005550183294641096
attack,6.066654221361877
