feature,mean_importance
srv_diff_host_rate,-9.42653231025797e-12
is_guest_login,-6.073739419244633e-13
num_shells,0.0
su_attempted,0.0
root_shell,0.0
num_access_files,0.0
urgent,0.0
is_host_login,0.0
num_file_creations,4.806148618988177e-15
srv_rerror_rate,4.082839730522926e-12
num_failed_logins,4.809578512744042e-12
land,5.9369686712588656e-12
same_srv_rate,9.040803577911556e-12
wrong_fragment,3.507849423185008e-11
num_root,5.269723397557079e-11
num_compromised,5.898647982171848e-11
diff_srv_rate,6.397602942281313e-11
srv_serror_rate,1.0088548898286044e-10
dst_host_diff_srv_rate,1.0637834661476377e-10
rerror_rate,1.1011761752739413e-10
duration,1.4285507270281397e-10
dst_host_rerror_rate,2.1374853684005694e-10
flag,2.9311383656166225e-10
dst_host_srv_rerror_rate,3.856714367749996e-10
dst_host_srv_diff_host_rate,4.805781144395265e-10
dst_host_same_srv_rate,7.892398947900453e-10
service,8.06860782152076e-10
srv_count,9.749233928359587e-10
dst_host_count,1.2077555619358628e-09
dst_host_srv_serror_rate,1.5602351362213482e-09
serror_rate,1.7922033802369623e-09
dst_host_same_src_port_rate,2.5277767675064744e-09
dst_host_serror_rate,2.6327928743416863e-09
count,4.498596692525198e-09
hot,6.062110046017697e-09
dst_bytes,8.663262522448647e-09
protocol_type,3.522301917816775e-08
logged_in,3.9101490014456084e-08
level,5.329207290866448e-08
dst_host_srv_count,7.057028996891283e-07
src_bytes,0.0057102438156544115
attack,6.022444465136265
