feature,shap_importance
flag,0.17929085325789432
logged_in,0.10341044804019613
same_srv_rate,0.07286689223224042
dst_host_same_srv_rate,0.048498085456924744
service,0.03838091977002159
diff_srv_rate,0.02427909847012391
dst_host_diff_srv_rate,0.017353844978678434
dst_host_rerror_rate,0.015507593829553237
dst_host_srv_count,0.01378634603361283
dst_host_count,0.009477332423222379
count,0.008974501054877179
dst_host_srv_serror_rate,0.0028785678578660805
srv_rerror_rate,0.0007105412317283582
serror_rate,0.0
srv_diff_host_rate,0.0
dst_host_serror_rate,0.0
srv_serror_rate,0.0
dst_host_srv_rerror_rate,0.0
rerror_rate,0.0
